ensembl_id	gene_symbol	type	entrezgene
ENSG00000186118	TEX38	gene	374973
ENSG00000142973	CYP4B1	gene	1580
ENSG00000187048	CYP4A11	gene	1579
ENSG00000186377	CYP4X1	gene	260293
ENSG00000186160	CYP4Z1	gene	199974
ENSG00000162365	CYP4A22	gene	284541
ENSG00000162366	PDZK1IP1	gene	10158
ENSG00000162367	TAL1	gene	6886
ENSG00000123473	STIL	gene	6491
ENSG00000162368	CMPK1	gene	51727
ENSG00000186790	FOXE3	gene	2301
ENSG00000186564	FOXD2	gene	2306
ENSG00000269113	TRABD2B	gene	388630
ENSG00000273395	FLJ00388	gene	NA
ENSG00000269709	AL109659.1	gene	NA
ENSG00000117834	SLC5A9	gene	200010
ENSG00000132122	SPATA6	gene	54558
ENSG00000186094	AGBL4	gene	84871
ENSG00000162373	BEND5	gene	79656
ENSG00000227839	AL645730.2	gene	NA
ENSG00000162374	ELAVL4	gene	1996
ENSG00000142700	DMRTA2	gene	63950
ENSG00000185104	FAF1	gene	11124
ENSG00000123080	CDKN2C	gene	1031
ENSG00000204006	C1orf185	gene	284546
ENSG00000123091	RNF11	gene	26994
ENSG00000085831	TTC39A	gene	22996
ENSG00000085832	EPS15	gene	2060
ENSG00000117859	OSBPL9	gene	114883
ENSG00000078618	NRD1	gene	4898
ENSG00000169213	RAB3B	gene	5865
ENSG00000117862	TXNDC12	gene	51060
ENSG00000198841	KTI12	gene	112970
ENSG00000134717	BTF3L4	gene	91408
ENSG00000157077	ZFYVE9	gene	9372
ENSG00000154222	CC2D1B	gene	200014
ENSG00000085840	ORC1	gene	4998
ENSG00000134748	PRPF38A	gene	84950
ENSG00000134744	ZCCHC11	gene	23318
ENSG00000116157	GPX7	gene	2882
ENSG00000182183	FAM159A	gene	348378
ENSG00000162377	SELRC1	gene	65260
ENSG00000162378	ZYG11B	gene	79699
ENSG00000203995	ZYG11A	gene	440590
ENSG00000121310	ECHDC2	gene	55268
ENSG00000116171	SCP2	gene	6342
ENSG00000174348	PODN	gene	127435
ENSG00000162383	SLC1A7	gene	6512
ENSG00000157184	CPT2	gene	1376
ENSG00000162384	C1orf123	gene	54987
ENSG00000162385	MAGOH	gene	4116
ENSG00000157193	LRP8	gene	7804
ENSG00000143006	DMRTB1	gene	63948
ENSG00000174332	GLIS1	gene	148979
ENSG00000058804	NDC1	gene	55706
ENSG00000058799	YIPF1	gene	54432
ENSG00000211452	DIO1	gene	1733
ENSG00000081870	HSPB11	gene	51668
ENSG00000116212	LRRC42	gene	115353
ENSG00000203985	LDLRAD1	gene	388633
ENSG00000116209	TMEM59	gene	9528
ENSG00000116205	TCEANC2	gene	127428
ENSG00000212670	AL161915.1	gene	NA
ENSG00000157211	CDCP2	gene	200008
ENSG00000248835	AL357673.1	gene	NA
ENSG00000215883	CYB5RL	gene	606495
ENSG00000116221	MRPL37	gene	51253
ENSG00000157216	SSBP3	gene	23648
ENSG00000198711	SSBP3-AS1	gene	619518
ENSG00000162390	ACOT11	gene	26027
ENSG00000162391	FAM151A	gene	338094
ENSG00000184313	MROH7	gene	374977
ENSG00000243725	TTC4	gene	7268
ENSG00000162396	PARS2	gene	25973
ENSG00000006555	TTC22	gene	55001
ENSG00000162398	C1orf177	gene	163747
ENSG00000116133	DHCR24	gene	1718
ENSG00000143001	TMEM61	gene	199964
ENSG00000162399	BSND	gene	7809
ENSG00000169174	PCSK9	gene	255738
ENSG00000162402	USP24	gene	23358
ENSG00000162407	PPAP2B	gene	8613
ENSG00000162409	PRKAA2	gene	5563
ENSG00000187889	C1orf168	gene	199920
ENSG00000157131	C8A	gene	731
ENSG00000021852	C8B	gene	732
ENSG00000173406	DAB1	gene	1600
ENSG00000162600	OMA1	gene	115209
ENSG00000184292	TACSTD2	gene	4070
ENSG00000162601	MYSM1	gene	114803
ENSG00000177606	JUN	gene	3725
ENSG00000172456	FGGY	gene	55277
ENSG00000134709	HOOK1	gene	51361
ENSG00000134716	CYP2J2	gene	1573
ENSG00000162598	C1orf87	gene	127795
ENSG00000162599	NFIA	gene	4774
ENSG00000162604	TM2D1	gene	83941
ENSG00000132849	INADL	gene	10207
ENSG00000240563	L1TD1	gene	54596
ENSG00000132854	KANK4	gene	163782
ENSG00000162607	USP1	gene	7398
ENSG00000116641	DOCK7	gene	85440
ENSG00000132855	ANGPTL3	gene	27329
ENSG00000269624	AL138847.1	gene	NA
ENSG00000125703	ATG4C	gene	84938
ENSG00000187140	FOXD3	gene	27022
ENSG00000088035	ALG6	gene	29929
ENSG00000142856	ITGB3BP	gene	23421
ENSG00000203965	EFCAB7	gene	84455
ENSG00000116652	DLEU2L	gene	NA
ENSG00000079739	PGM1	gene	5236
ENSG00000185483	ROR1	gene	4919
ENSG00000177414	UBE2U	gene	148581
ENSG00000158966	CACHD1	gene	57685
ENSG00000162437	RAVER2	gene	55225
ENSG00000162434	JAK1	gene	3716
ENSG00000162433	AK4	gene	205
ENSG00000116675	DNAJC6	gene	9829
ENSG00000116678	LEPR	gene	3953
ENSG00000213625	LEPROT	gene	54741
ENSG00000184588	PDE4B	gene	5142
ENSG00000118473	SGIP1	gene	84251
ENSG00000248458	AL139147.1	gene	NA
ENSG00000152760	TCTEX1D1	gene	200132
ENSG00000172410	INSL5	gene	10022
ENSG00000152763	WDR78	gene	79819
ENSG00000198160	MIER1	gene	57708
ENSG00000116704	SLC35D1	gene	23169
ENSG00000203963	C1orf141	gene	400757
ENSG00000162594	IL23R	gene	149233
ENSG00000081985	IL12RB2	gene	3595
ENSG00000142864	SERBP1	gene	26135
ENSG00000116717	GADD45A	gene	1647
ENSG00000172380	GNG12	gene	55970
ENSG00000162595	DIRAS3	gene	9077
ENSG00000116729	WLS	gene	79971
ENSG00000116745	RPE65	gene	6121
ENSG00000024526	DEPDC1	gene	55635
ENSG00000033122	LRRC7	gene	57554
ENSG00000066557	LRRC40	gene	55631
ENSG00000116754	SRSF11	gene	9295
ENSG00000118454	ANKRD13C	gene	81573
ENSG00000197568	HHLA3	gene	11147
ENSG00000116761	CTH	gene	1491
ENSG00000050628	PTGER3	gene	5733
ENSG00000132485	ZRANB2	gene	9406
ENSG00000172260	NEGR1	gene	257194
ENSG00000162620	LRRIQ3	gene	127255
ENSG00000254685	FPGT	gene	8790
ENSG00000259030	FPGT-TNNI3K	gene	100526835
ENSG00000116783	TNNI3K	gene	51086
ENSG00000162621	LRRC53	gene	105378803
ENSG00000178965	C1orf173	gene	127254
ENSG00000116791	CRYZ	gene	1429
ENSG00000162623	TYW3	gene	127253
ENSG00000162624	LHX8	gene	431707
ENSG00000137968	SLC44A5	gene	204962
ENSG00000117054	ACADM	gene	34
ENSG00000137955	RABGGTB	gene	5876
ENSG00000057468	MSH4	gene	4438
ENSG00000154007	ASB17	gene	127247
ENSG00000184005	ST6GALNAC3	gene	256435
ENSG00000117069	ST6GALNAC5	gene	81849
ENSG00000142892	PIGK	gene	10026
ENSG00000154027	AK5	gene	26289
ENSG00000036549	ZZZ3	gene	26009
ENSG00000077254	USP33	gene	23032
ENSG00000180488	FAM73A	gene	374986
ENSG00000162614	NEXN	gene	91624
ENSG00000162613	FUBP1	gene	8880
ENSG00000162616	DNAJB4	gene	11080
ENSG00000137960	GIPC2	gene	54810
ENSG00000122420	PTGFR	gene	5737
ENSG00000137959	IFI44L	gene	10964
ENSG00000137965	IFI44	gene	10561
ENSG00000162618	ELTD1	gene	64123
ENSG00000117114	LPHN2	gene	23266
ENSG00000137941	TTLL7	gene	79739
ENSG00000142875	PRKACB	gene	5567
ENSG00000203943	SAMD13	gene	148418
ENSG00000137976	DNASE2B	gene	58511
ENSG00000117133	RPF1	gene	80135
ENSG00000174021	GNG5	gene	2787
ENSG00000117151	CTBS	gene	1486
ENSG00000180869	C1orf180	gene	439927
ENSG00000117155	SSX2IP	gene	117178
ENSG00000171517	LPAR3	gene	23566
ENSG00000153898	MCOLN2	gene	255231
ENSG00000162643	WDR63	gene	126820
ENSG00000055732	MCOLN3	gene	55283
ENSG00000097096	SYDE2	gene	84144
ENSG00000162642	C1orf52	gene	148423
ENSG00000142867	BCL10	gene	8915
ENSG00000153904	DDAH1	gene	23576
ENSG00000142871	CYR61	gene	3491
ENSG00000117174	ZNHIT6	gene	54680
ENSG00000171502	COL24A1	gene	255631
ENSG00000122417	ODF2L	gene	57489
ENSG00000137975	CLCA2	gene	9635
ENSG00000016490	CLCA1	gene	1179
ENSG00000016602	CLCA4	gene	22802
ENSG00000097033	SH3GLB1	gene	51100
ENSG00000183291	SEP15	gene	9403
ENSG00000153936	HS2ST1	gene	9653
ENSG00000267561	RP5-1052I5.2	gene	NA
ENSG00000143013	LMO4	gene	8543
ENSG00000065243	PKN2	gene	5586
ENSG00000137947	GTF2B	gene	2959
ENSG00000137944	CCBL2	gene	56267
ENSG00000213516	RBMXL1	gene	494115
ENSG00000117226	GBP3	gene	2635
ENSG00000117228	GBP1	gene	2633
ENSG00000162645	GBP2	gene	2634
ENSG00000213512	GBP7	gene	388646
ENSG00000162654	GBP4	gene	115361
ENSG00000154451	GBP5	gene	115362
ENSG00000183347	GBP6	gene	163351
ENSG00000197147	LRRC8B	gene	23507
ENSG00000171488	LRRC8C	gene	84230
ENSG00000171492	LRRC8D	gene	55144
ENSG00000162664	ZNF326	gene	284695
ENSG00000143032	BARHL2	gene	343472
ENSG00000122482	ZNF644	gene	84146
ENSG00000162669	HFM1	gene	164045
ENSG00000097046	CDC7	gene	8317
ENSG00000069702	TGFBR3	gene	7049
ENSG00000137948	BRDT	gene	676
ENSG00000172031	EPHX4	gene	253152
ENSG00000189195	BTBD8	gene	23285
ENSG00000069712	KIAA1107	gene	NA
ENSG00000203910	C1orf146	gene	388649
ENSG00000174842	GLMN	gene	11146
ENSG00000122484	RPAP2	gene	79871
ENSG00000162676	GFI1	gene	2672
ENSG00000067208	EVI5	gene	7813
ENSG00000122406	RPL5	gene	6125
ENSG00000154511	FAM69A	gene	388650
ENSG00000143033	MTF2	gene	22823
ENSG00000117500	TMED5	gene	50999
ENSG00000122483	CCDC18	gene	343099
ENSG00000117505	DR1	gene	1810
ENSG00000137942	FNBP1L	gene	54874
ENSG00000137936	BCAR3	gene	8412
ENSG00000067334	DNTTIP2	gene	30836
ENSG00000023909	GCLM	gene	2730
ENSG00000198691	ABCA4	gene	24
ENSG00000137962	ARHGAP29	gene	9411
ENSG00000117528	ABCD3	gene	5825
ENSG00000117525	F3	gene	2152
ENSG00000143036	SLC44A3	gene	126969
ENSG00000117519	CNN3	gene	1266
ENSG00000172339	ALG14	gene	199857
ENSG00000152078	TMEM56	gene	148534
ENSG00000271092	RP11-57H12.6	gene	100527978
ENSG00000122481	RWDD3	gene	25950
ENSG00000237435	RP11-147C23.1	gene	102723661
ENSG00000117569	PTBP2	gene	58155
ENSG00000188641	DPYD	gene	1806
ENSG00000162627	SNX7	gene	51375
ENSG00000117598	LPPR5	gene	163404
ENSG00000117600	LPPR4	gene	9890
ENSG00000099260	PALMD	gene	54873
ENSG00000156869	FRRS1	gene	391059
ENSG00000162688	AGL	gene	178
ENSG00000117620	SLC35A3	gene	23443
ENSG00000156875	HIAT1	gene	64645
ENSG00000156876	SASS6	gene	163786
ENSG00000122435	TRMT13	gene	54482
ENSG00000122477	LRRC39	gene	127495
ENSG00000137992	DBT	gene	1629
ENSG00000137996	RTCA	gene	8634
ENSG00000079335	CDC14A	gene	8556
ENSG00000181656	GPR88	gene	54112
ENSG00000162692	VCAM1	gene	7412
ENSG00000162694	EXTL2	gene	2135
ENSG00000162695	SLC30A7	gene	148867
ENSG00000117543	DPH5	gene	51611
ENSG00000269175	AC093157.1	gene	NA
ENSG00000170989	S1PR1	gene	1901
ENSG00000118733	OLFM3	gene	118427
ENSG00000060718	COL11A1	gene	1301
ENSG00000185946	RNPC3	gene	55599
ENSG00000240038	AMY2B	gene	280
ENSG00000243480	AMY2A	gene	279
ENSG00000237763	AMY1A	gene	276
ENSG00000174876	AMY1B	gene	277
ENSG00000187733	AMY1C	gene	278
ENSG00000198890	PRMT6	gene	55170
ENSG00000162631	NTNG1	gene	22854
ENSG00000134215	VAV3	gene	10451
ENSG00000085491	SLC25A24	gene	29957
ENSG00000196427	NBPF4	gene	148545
ENSG00000186086	NBPF6	gene	653149
ENSG00000162636	FAM102B	gene	284611
ENSG00000162639	HENMT1	gene	113802
ENSG00000134186	PRPF38B	gene	55119
ENSG00000143107	FNDC7	gene	163479
ENSG00000116266	STXBP3	gene	6814
ENSG00000162641	AKNAD1	gene	254268
ENSG00000121957	GPSM2	gene	29899
ENSG00000121940	CLCC1	gene	23155
ENSG00000085433	WDR47	gene	22911
ENSG00000197780	TAF13	gene	6884
ENSG00000215717	TMEM167B	gene	56900
ENSG00000179902	C1orf194	gene	127003
ENSG00000116299	KIAA1324	gene	57535
ENSG00000031698	SARS	gene	6301
ENSG00000143126	CELSR2	gene	1952
ENSG00000134222	PSRC1	gene	84722
ENSG00000221986	MYBPHL	gene	343263
ENSG00000134243	SORT1	gene	6272
ENSG00000143106	PSMA5	gene	5686
ENSG00000143028	SYPL2	gene	284612
ENSG00000162650	ATXN7L2	gene	127002
ENSG00000174151	CYB561D1	gene	284613
ENSG00000181754	AMIGO1	gene	57463
ENSG00000156097	GPR61	gene	83873
ENSG00000065135	GNAI3	gene	2773
ENSG00000134183	GNAT2	gene	2780
ENSG00000116337	AMPD2	gene	271
ENSG00000168765	GSTM4	gene	2948
ENSG00000213366	GSTM2	gene	2946
ENSG00000134184	GSTM1	gene	2944
ENSG00000134201	GSTM5	gene	2949
ENSG00000134202	GSTM3	gene	2947
ENSG00000198758	EPS8L3	gene	79574
ENSG00000184371	CSF1	gene	1435
ENSG00000168710	AHCYL1	gene	10768
ENSG00000143093	STRIP1	gene	85369
ENSG00000156150	ALX3	gene	257
ENSG00000186150	UBL4B	gene	164153
ENSG00000197106	SLC6A17	gene	388662
ENSG00000116396	KCNC4	gene	3749
ENSG00000162775	RBM15	gene	64783
ENSG00000168679	SLC16A4	gene	9122
ENSG00000134248	LAMTOR5	gene	10542
ENSG00000143125	PROK1	gene	84432
ENSG00000143105	KCNA10	gene	3744
ENSG00000177301	KCNA2	gene	3737
ENSG00000177272	KCNA3	gene	3738
ENSG00000143119	CD53	gene	963
ENSG00000121931	LRIF1	gene	55791
ENSG00000156171	DRAM2	gene	128338
ENSG00000134255	CEPT1	gene	10390
ENSG00000162777	DENND2D	gene	79961
ENSG00000064886	CHI3L2	gene	1117
ENSG00000134216	CHIA	gene	27159
ENSG00000173947	PIFO	gene	128344
ENSG00000085465	OVGP1	gene	5016
ENSG00000116455	WDR77	gene	79084
ENSG00000116459	ATP5F1	gene	515
ENSG00000143110	C1orf162	gene	128346
ENSG00000121933	ADORA3	gene	57413
ENSG00000116473	RAP1A	gene	5906
ENSG00000197852	FAM212B	gene	55924
ENSG00000064703	DDX20	gene	11218
ENSG00000171385	KCND3	gene	3752
ENSG00000143079	CTTNBP2NL	gene	55917
ENSG00000134245	WNT2B	gene	7482
ENSG00000007341	ST7L	gene	54879
ENSG00000116489	CAPZA1	gene	829
ENSG00000155363	MOV10	gene	4343
ENSG00000155366	RHOC	gene	389
ENSG00000271810	RP11-426L16.10	gene	NA
ENSG00000155367	PPM1J	gene	333926
ENSG00000184599	FAM19A3	gene	284467
ENSG00000155380	SLC16A1	gene	6566
ENSG00000198799	LRIG2	gene	9860
ENSG00000081026	MAGI3	gene	260425
ENSG00000116793	PHTF1	gene	10745
ENSG00000081019	RSBN1	gene	54665
ENSG00000134242	PTPN22	gene	26191
ENSG00000188761	BCL2L15	gene	440603
ENSG00000134262	AP4B1	gene	10717
ENSG00000118655	DCLRE1B	gene	64858
ENSG00000163349	HIPK1	gene	204851
ENSG00000116774	OLFML3	gene	56944
ENSG00000134207	SYT6	gene	148281
ENSG00000197323	TRIM33	gene	51592
ENSG00000116752	BCAS2	gene	10286
ENSG00000175984	DENND2C	gene	163259
ENSG00000116748	AMPD1	gene	270
ENSG00000213281	NRAS	gene	4893
ENSG00000009307	CSDE1	gene	7812
ENSG00000052723	SIKE1	gene	80143
ENSG00000198765	SYCP1	gene	6847
ENSG00000134200	TSHB	gene	7252
ENSG00000134198	TSPAN2	gene	10100
ENSG00000134259	NGF	gene	4803
ENSG00000173218	VANGL1	gene	81839
ENSG00000118729	CASQ2	gene	845
ENSG00000177551	NHLH2	gene	4808
ENSG00000163393	SLC22A15	gene	55356
ENSG00000173212	MAB21L3	gene	126868
ENSG00000163399	ATP1A1	gene	476
ENSG00000269279	AL136376.1	gene	NA
ENSG00000116815	CD58	gene	965
ENSG00000143061	IGSF3	gene	3321
ENSG00000203864	C1orf137	gene	388667
ENSG00000116824	CD2	gene	914
ENSG00000134247	PTGFRN	gene	5738
ENSG00000134256	CD101	gene	9398
ENSG00000116830	TTF2	gene	8458
ENSG00000134253	TRIM45	gene	80263
ENSG00000134258	VTCN1	gene	79679
ENSG00000198162	MAN1A2	gene	10905
ENSG00000183508	FAM46C	gene	54855
ENSG00000196505	GDAP2	gene	54834
ENSG00000065183	WDR3	gene	10885
ENSG00000155761	SPAG17	gene	200162
ENSG00000092607	TBX15	gene	6913
ENSG00000116874	WARS2	gene	10352
ENSG00000116882	HAO2	gene	51179
ENSG00000203859	HSD3B2	gene	3284
ENSG00000203857	HSD3B1	gene	3283
ENSG00000143067	ZNF697	gene	90874
ENSG00000092621	PHGDH	gene	26227
ENSG00000134240	HMGCS2	gene	3158
ENSG00000134193	REG4	gene	83998
ENSG00000134249	ADAM30	gene	11085
ENSG00000134250	NOTCH2	gene	4853
ENSG00000188610	FAM72B	gene	653820
ENSG00000198019	FCGR1B	gene	2210
ENSG00000236334	PPIAL4G	gene	644591
ENSG00000215784	FAM72D	gene	728833
ENSG00000162825	NBPF8	gene	100288142
ENSG00000231360	AL592284.1	gene	NA
ENSG00000255854	PPIAL4B	gene	NA
ENSG00000168614	NBPF9	gene	NA
ENSG00000178104	PDE4DIP	gene	9659
ENSG00000268172	AL590452.1	gene	NA
ENSG00000213240	NOTCH2NL	gene	NA
ENSG00000163386	NBPF10	gene	NA
ENSG00000168509	HFE2	gene	148738
ENSG00000117289	TXNIP	gene	NA
ENSG00000121851	POLR3GL	gene	84265
ENSG00000181039	ANKRD34A	gene	NA
ENSG00000152022	LIX1L	gene	NA
ENSG00000131795	RBM8A	gene	NA
ENSG00000131779	PEX11B	gene	8799
ENSG00000143127	ITGA10	gene	8515
ENSG00000198483	ANKRD35	gene	148741
ENSG00000131788	PIAS3	gene	10401
ENSG00000186364	NUDT17	gene	200035
ENSG00000186141	POLR3C	gene	10623
ENSG00000121848	RNF115	gene	NA
ENSG00000117281	CD160	gene	11126
ENSG00000174827	PDZK1	gene	5174
ENSG00000117262	GPR89A	gene	653519
ENSG00000196644	GPR89C	gene	NA
ENSG00000152042	NBPF11	gene	NA
ENSG00000186275	NBPF12	gene	NA
ENSG00000131791	PRKAB2	gene	5565
ENSG00000131781	FMO5	gene	2330
ENSG00000131778	CHD1L	gene	9557
ENSG00000116128	BCL9	gene	607
ENSG00000162836	ACP6	gene	51205
ENSG00000143140	GJA5	gene	NA
ENSG00000121634	GJA8	gene	2703
ENSG00000188092	GPR89B	gene	51463
ENSG00000203836	NBPF24	gene	NA
ENSG00000269647	BX842679.1	gene	NA
ENSG00000255963	PPIAL4A	gene	NA
ENSG00000122497	NBPF14	gene	NA
ENSG00000256374	PPIAL4D	gene	645142
ENSG00000203832	NBPF20	gene	NA
ENSG00000243452	NBPF15	gene	NA
ENSG00000203827	NBPF16	gene	NA
ENSG00000203818	HIST2H3PS2	gene	440686
ENSG00000203817	FAM72C	gene	NA
ENSG00000198161	PPIAL4C	gene	NA
ENSG00000203815	AL358813.2	gene	NA
ENSG00000150337	FCGR1A	gene	2209
ENSG00000203814	HIST2H2BF	gene	440689
ENSG00000183598	HIST2H3D	gene	653604
ENSG00000183941	HIST2H4A	gene	NA
ENSG00000203811	HIST2H3C	gene	126961
ENSG00000183558	HIST2H2AA3	gene	NA
ENSG00000203812	HIST2H2AA4	gene	8337
ENSG00000203852	HIST2H3A	gene	333932
ENSG00000182217	HIST2H4B	gene	NA
ENSG00000184678	HIST2H2BE	gene	8349
ENSG00000184260	HIST2H2AC	gene	8338
ENSG00000184270	HIST2H2AB	gene	317772
ENSG00000178096	BOLA1	gene	51027
ENSG00000159164	SV2A	gene	9900
ENSG00000143368	SF3B4	gene	10262
ENSG00000014914	MTMR11	gene	10903
ENSG00000163113	OTUD7B	gene	NA
ENSG00000136631	VPS45	gene	11311
ENSG00000023902	PLEKHO1	gene	51177
ENSG00000143401	ANP32E	gene	81611
ENSG00000118298	CA14	gene	23632
ENSG00000117362	APH1A	gene	51107
ENSG00000118292	C1orf54	gene	79630
ENSG00000159208	C1orf51	gene	148523
ENSG00000187145	MRPS21	gene	NA
ENSG00000117360	PRPF3	gene	9129
ENSG00000163125	RPRD2	gene	23248
ENSG00000143374	TARS2	gene	80222
ENSG00000143369	ECM1	gene	1893
ENSG00000143382	ADAMTSL4	gene	54507
ENSG00000225996	AL356356.1	gene	NA
ENSG00000203804	ADAMTSL4-AS1	gene	574406
ENSG00000143384	MCL1	gene	4170
ENSG00000143420	ENSA	gene	2029
ENSG00000143457	GOLPH3L	gene	55204
ENSG00000143452	HORMAD1	gene	84072
ENSG00000163131	CTSS	gene	1520
ENSG00000143387	CTSK	gene	1513
ENSG00000143437	ARNT	gene	405
ENSG00000143379	SETDB1	gene	9869
ENSG00000143418	CERS2	gene	29956
ENSG00000143412	ANXA9	gene	8416
ENSG00000143409	FAM63A	gene	55793
ENSG00000143363	PRUNE	gene	58497
ENSG00000163141	BNIPL	gene	149428
ENSG00000143443	C1orf56	gene	54964
ENSG00000197622	CDC42SE1	gene	56882
ENSG00000213190	MLLT11	gene	10962
ENSG00000143458	GABPB2	gene	126626
ENSG00000143434	SEMA6C	gene	10500
ENSG00000163154	TNFAIP8L2	gene	79626
ENSG00000163156	SCNM1	gene	79005
ENSG00000163155	LYSMD1	gene	388695
ENSG00000163157	TMOD4	gene	29765
ENSG00000163159	VPS72	gene	6944
ENSG00000143398	PIP5K1A	gene	8394
ENSG00000159352	PSMD4	gene	5710
ENSG00000232671	RP11-126K1.2	gene	100507670
ENSG00000143373	ZNF687	gene	57592
ENSG00000143393	PI4KB	gene	5298
ENSG00000143390	RFX5	gene	5993
ENSG00000143416	SELENBP1	gene	8991
ENSG00000159377	PSMB4	gene	5692
ENSG00000143442	POGZ	gene	23126
ENSG00000143375	CGN	gene	57530
ENSG00000143367	TUFT1	gene	7286
ENSG00000143376	SNX27	gene	81609
ENSG00000159409	CELF3	gene	11189
ENSG00000178796	RIIAD1	gene	284485
ENSG00000240510	AL589765.1	gene	NA
ENSG00000143436	MRPL9	gene	65005
ENSG00000143450	OAZ3	gene	51686
ENSG00000182134	TDRKH	gene	11022
ENSG00000213171	LINGO4	gene	339398
ENSG00000143365	RORC	gene	6097
ENSG00000225556	C2CD4D	gene	100191040
ENSG00000196407	THEM5	gene	284486
ENSG00000159445	THEM4	gene	117145
ENSG00000197747	S100A10	gene	6281
ENSG00000163191	S100A11	gene	6282
ENSG00000182898	TCHHL1	gene	126637
ENSG00000159450	TCHH	gene	7062
ENSG00000215853	RPTN	gene	126638
ENSG00000197915	HRNR	gene	388697
ENSG00000143631	FLG	gene	2312
ENSG00000143520	FLG2	gene	388698
ENSG00000143536	CRNN	gene	49860
ENSG00000186207	LCE5A	gene	254910
ENSG00000169509	CRCT1	gene	54544
ENSG00000185966	LCE3E	gene	353145
ENSG00000163202	LCE3D	gene	84648
ENSG00000244057	LCE3C	gene	353144
ENSG00000187238	LCE3B	gene	353143
ENSG00000185962	LCE3A	gene	353142
ENSG00000187223	LCE2D	gene	353141
ENSG00000159455	LCE2B	gene	26239
ENSG00000187180	LCE2C	gene	353140
ENSG00000187173	LCE2A	gene	353139
ENSG00000187170	LCE4A	gene	199834
ENSG00000198854	C1orf68	gene	100129271
ENSG00000203786	KPRP	gene	448834
ENSG00000240386	LCE1F	gene	353137
ENSG00000186226	LCE1E	gene	353135
ENSG00000172155	LCE1D	gene	353134
ENSG00000197084	LCE1C	gene	353133
ENSG00000196734	LCE1B	gene	353132
ENSG00000186844	LCE1A	gene	353131
ENSG00000235942	LCE6A	gene	448835
ENSG00000163206	SMCP	gene	4184
ENSG00000163207	IVL	gene	3713
ENSG00000184148	SPRR4	gene	163778
ENSG00000169474	SPRR1A	gene	6698
ENSG00000163209	SPRR3	gene	6707
ENSG00000169469	SPRR1B	gene	6699
ENSG00000163216	SPRR2D	gene	6703
ENSG00000241794	SPRR2A	gene	6700
ENSG00000196805	SPRR2B	gene	6701
ENSG00000203785	SPRR2E	gene	6704
ENSG00000244094	SPRR2F	gene	6705
ENSG00000159516	SPRR2G	gene	6706
ENSG00000203784	LELP1	gene	149018
ENSG00000203783	PRR9	gene	574414
ENSG00000203782	LOR	gene	4014
ENSG00000159527	PGLYRP3	gene	114771
ENSG00000163218	PGLYRP4	gene	57115
ENSG00000163220	S100A9	gene	6280
ENSG00000163221	S100A12	gene	6283
ENSG00000143546	S100A8	gene	6279
ENSG00000184330	S100A7A	gene	338324
ENSG00000197364	S100A7L2	gene	645922
ENSG00000143556	S100A7	gene	6278
ENSG00000197956	S100A6	gene	6277
ENSG00000196420	S100A5	gene	6276
ENSG00000196154	S100A4	gene	6275
ENSG00000188015	S100A3	gene	6274
ENSG00000196754	S100A2	gene	6273
ENSG00000188643	S100A16	gene	140576
ENSG00000189334	S100A14	gene	57402
ENSG00000189171	S100A13	gene	6284
ENSG00000160678	S100A1	gene	6271
ENSG00000160679	CHTOP	gene	26097
ENSG00000143553	SNAPIN	gene	23557
ENSG00000143621	ILF2	gene	3608
ENSG00000169418	NPR1	gene	4881
ENSG00000143624	INTS3	gene	65123
ENSG00000143554	SLC27A3	gene	11000
ENSG00000143614	GATAD2B	gene	57459
ENSG00000198837	DENND4B	gene	9909
ENSG00000160741	CRTC2	gene	200186
ENSG00000143570	SLC39A1	gene	27173
ENSG00000143578	CREB3L4	gene	148327
ENSG00000143543	JTB	gene	10899
ENSG00000143545	RAB13	gene	5872
ENSG00000177954	RPS27	gene	6232
ENSG00000143552	NUP210L	gene	91181
ENSG00000143549	TPM3	gene	7170
ENSG00000163263	C1orf189	gene	388701
ENSG00000143612	C1orf43	gene	25912
ENSG00000143569	UBAP2L	gene	9898
ENSG00000143575	HAX1	gene	10456
ENSG00000143595	AQP10	gene	89872
ENSG00000143515	ATP8B2	gene	57198
ENSG00000160712	IL6R	gene	3570
ENSG00000169291	SHE	gene	126669
ENSG00000163239	TDRD10	gene	126668
ENSG00000160714	UBE2Q1	gene	55585
ENSG00000160716	CHRNB2	gene	1141
ENSG00000160710	ADAR	gene	103
ENSG00000268141	AL606500.1	gene	NA
ENSG00000143603	KCNN3	gene	3782
ENSG00000163344	PMVK	gene	10654
ENSG00000163346	PBXIP1	gene	57326
ENSG00000163348	PYGO2	gene	90780
