ensembl_id	entrezgene_id	genesymbol	biotype	Length
485	ENSG00000029725	9135	RABEP1	protein_coding	5626
486	ENSG00000029993	3149	HMGB3	protein_coding	3967
487	ENSG00000030066	23279	NUP160	protein_coding	8422
488	ENSG00000030110	578	BAK1	protein_coding	2267
489	ENSG00000030304	4593	MUSK	protein_coding	4159
490	ENSG00000030419	22807	IKZF2	protein_coding	10876
491	ENSG00000030582	2896	GRN	protein_coding	2840
492	ENSG00000031003	51306	FAM13B	protein_coding	5254
493	ENSG00000031081	57514	ARHGAP31	protein_coding	9384
494	ENSG00000031544	NA	NR2E3	processed_transcript	3595
495	ENSG00000031691	55166	CENPQ	protein_coding	1733
496	ENSG00000031698	6301	SARS	protein_coding	3836
497	ENSG00000031823	8498	RANBP3	protein_coding	4371
498	ENSG00000032219	5926	ARID4A	protein_coding	7321
499	ENSG00000032389	7260	TSSC1	protein_coding	5242
500	ENSG00000032444	10908	PNPLA6	protein_coding	5590
501	ENSG00000032742	8100	IFT88	protein_coding	5480
502	ENSG00000033011	56052	ALG1	protein_coding	3346
503	ENSG00000033030	55596	ZCCHC8	protein_coding	6798
504	ENSG00000033050	10061	ABCF2	protein_coding	4448
505	ENSG00000033100	54480	CHPF2	protein_coding	4023
506	ENSG00000033122	57554	LRRC7	protein_coding	12463
507	ENSG00000033170	2530	FUT8	protein_coding	6889
508	ENSG00000033178	55236	UBA6	protein_coding	10102
509	ENSG00000033327	9846	GAB2	protein_coding	6630
510	ENSG00000033627	535	ATP6V0A1	protein_coding	4834
511	ENSG00000033800	8554	PIAS1	protein_coding	4470
512	ENSG00000033867	9497	SLC4A7	protein_coding	8279
513	ENSG00000034053	321	APBA2	protein_coding	5221
514	ENSG00000034063	NA	UHRF1	processed_transcript	5144
515	ENSG00000034152	5606	MAP2K3	protein_coding	3254
516	ENSG00000034239	79645	EFCAB1	protein_coding	5551
517	ENSG00000034510	9168	TMSB10	protein_coding	483
518	ENSG00000034533	28990	ASTE1	protein_coding	3234
519	ENSG00000034677	25897	RNF19A	protein_coding	5217
520	ENSG00000034693	8504	PEX3	protein_coding	2045
521	ENSG00000034713	11345	GABARAPL2	protein_coding	3034
522	ENSG00000034971	4653	MYOC	protein_coding	2095
523	ENSG00000035115	26751	SH3YL1	protein_coding	10207
524	ENSG00000035141	84908	FAM136A	protein_coding	2158
525	ENSG00000035403	7414	VCL	protein_coding	5818
526	ENSG00000035499	55789	DEPDC1B	protein_coding	3192
527	ENSG00000035664	23604	DAPK2	protein_coding	6497
528	ENSG00000035681	8439	NSMAF	protein_coding	4486
529	ENSG00000035687	159	ADSS	protein_coding	3509
530	ENSG00000035720	26228	STAP1	protein_coding	1655
531	ENSG00000035862	7077	TIMP2	protein_coding	5068
532	ENSG00000035928	5981	RFC1	protein_coding	6080
533	ENSG00000036054	55773	TBC1D23	protein_coding	4930
534	ENSG00000036257	8452	CUL3	protein_coding	8187
535	ENSG00000036448	9172	MYOM2	protein_coding	6902
536	ENSG00000036473	5009	OTC	protein_coding	1585
537	ENSG00000036530	10858	CYP46A1	protein_coding	8915
538	ENSG00000036549	26009	ZZZ3	protein_coding	9008
539	ENSG00000036565	6570	SLC18A1	protein_coding	3658
540	ENSG00000036672	9099	USP2	protein_coding	3541
541	ENSG00000036828	846	CASR	protein_coding	5139
542	ENSG00000037042	27175	TUBG2	protein_coding	1761
543	ENSG00000037241	51121	RPL26L1	protein_coding	1114
544	ENSG00000037280	2324	FLT4	protein_coding	6278
545	ENSG00000037474	54888	NSUN2	protein_coding	3445
546	ENSG00000037637	54455	FBXO42	protein_coding	8984
547	ENSG00000037749	4238	MFAP3	protein_coding	7061
548	ENSG00000037757	84245	MRI1	protein_coding	2174
549	ENSG00000037897	4234	METTL1	protein_coding	1904
550	ENSG00000037965	3224	HOXC8	protein_coding	3371
551	ENSG00000038002	175	AGA	protein_coding	2107
552	ENSG00000038210	55300	PI4K2B	protein_coding	7332
553	ENSG00000038219	259282	BOD1L1	protein_coding	13635
554	ENSG00000038274	27430	MAT2B	protein_coding	3795
555	ENSG00000038295	7092	TLL1	protein_coding	7522
556	ENSG00000038358	23644	EDC4	protein_coding	4808
557	ENSG00000038382	7204	TRIO	protein_coding	14343
558	ENSG00000038427	1462	VCAN	protein_coding	14215
559	ENSG00000038532	23274	CLEC16A	protein_coding	8250
560	ENSG00000038945	4481	MSR1	protein_coding	7812
561	ENSG00000039068	999	CDH1	protein_coding	5581
562	ENSG00000039123	23517	SKIV2L2	protein_coding	5738
563	ENSG00000039139	1767	DNAH5	protein_coding	15718
564	ENSG00000039319	9765	ZFYVE16	protein_coding	7903
565	ENSG00000039523	79567	FAM65A	protein_coding	5172
566	ENSG00000039537	729	C6	protein_coding	4737
567	ENSG00000039560	26064	RAI14	protein_coding	6810
568	ENSG00000039600	11063	SOX30	protein_coding	3471
569	ENSG00000039650	11284	PNKP	protein_coding	2560
570	ENSG00000039987	54831	BEST2	protein_coding	2646
571	ENSG00000040199	23035	PHLPP2	protein_coding	8956
572	ENSG00000040275	54908	SPDL1	protein_coding	4509
573	ENSG00000040341	27067	STAU2	protein_coding	8873
574	ENSG00000040487	54896	PQLC2	protein_coding	2686
575	ENSG00000040531	1497	CTNS	protein_coding	3228
576	ENSG00000040608	65078	RTN4R	protein_coding	3339
577	ENSG00000040633	79142	PHF23	protein_coding	2783
578	ENSG00000040731	1008	CDH10	protein_coding	3622
579	ENSG00000040933	3631	INPP4A	protein_coding	11137
580	ENSG00000041353	5874	RAB27B	protein_coding	7091
581	ENSG00000041357	5685	PSMA4	protein_coding	2214
582	ENSG00000041515	23026	MYO16	protein_coding	8532
583	ENSG00000041802	55341	LSG1	protein_coding	3785
584	ENSG00000041880	10039	PARP3	protein_coding	2630
585	ENSG00000041982	3371	TNC	protein_coding	8687
586	ENSG00000041988	90326	THAP3	protein_coding	2653
587	ENSG00000042062	140876	FAM65C	protein_coding	5407
588	ENSG00000042088	55775	TDP1	protein_coding	5834
589	ENSG00000042286	84883	AIFM2	protein_coding	5124
590	ENSG00000042304	56918	C2orf83	protein_coding	1945
591	ENSG00000042317	55812	SPATA7	protein_coding	3647
592	ENSG00000042429	9440	MED17	protein_coding	6898
593	ENSG00000042445	54884	RETSAT	protein_coding	3756
594	ENSG00000042493	822	CAPG	protein_coding	2141
595	ENSG00000042753	1175	AP2S1	protein_coding	1305
596	ENSG00000042781	7399	USH2A	protein_coding	19941
597	ENSG00000042813	11055	ZPBP	protein_coding	2643
598	ENSG00000042832	7038	TG	protein_coding	9795
599	ENSG00000042980	10863	ADAM28	protein_coding	8219
600	ENSG00000043039	8538	BARX2	protein_coding	3141
601	ENSG00000043093	54165	DCUN1D1	protein_coding	8412
602	ENSG00000043143	23338	PHF15	protein_coding	7576
603	ENSG00000043355	7546	ZIC2	protein_coding	3301
604	ENSG00000043462	3937	LCP2	protein_coding	4852
605	ENSG00000043514	54802	TRIT1	protein_coding	2695
606	ENSG00000043591	153	ADRB1	protein_coding	2862
607	ENSG00000044012	2981	GUCA2B	protein_coding	597
608	ENSG00000044090	9820	CUL7	protein_coding	5299
609	ENSG00000044115	1495	CTNNA1	protein_coding	6231
610	ENSG00000044446	5256	PHKA2	protein_coding	8432
611	ENSG00000044459	54875	CNTLN	protein_coding	11167
612	ENSG00000044524	2042	EPHA3	protein_coding	6674
613	ENSG00000044574	3309	HSPA5	protein_coding	3908
614	ENSG00000046604	1829	DSG2	protein_coding	6019
615	ENSG00000046647	54960	GEMIN8	protein_coding	2424
616	ENSG00000046651	8481	OFD1	protein_coding	5212
617	ENSG00000046653	2824	GPM6B	protein_coding	5675
618	ENSG00000046774	51438	MAGEC2	protein_coding	1991
619	ENSG00000046889	80243	PREX2	protein_coding	12058
620	ENSG00000047056	22884	WDR37	protein_coding	5656
621	ENSG00000047188	64848	YTHDC2	protein_coding	6683
622	ENSG00000047230	56474	CTPS2	protein_coding	5510
623	ENSG00000047249	51606	ATP6V1H	protein_coding	3474
624	ENSG00000047315	5431	POLR2B	protein_coding	3833
625	ENSG00000047346	56204	FAM214A	protein_coding	5908
626	ENSG00000047365	116984	ARAP2	protein_coding	11812
627	ENSG00000047410	7175	TPR	protein_coding	9214
628	ENSG00000047457	1356	CP	protein_coding	3961
629	ENSG00000047578	23247	KIAA0556	protein_coding	7329
630	ENSG00000047579	84062	DTNBP1	protein_coding	2926
631	ENSG00000047597	7504	XK	protein_coding	5206
632	ENSG00000047617	57101	ANO2	protein_coding	6012
633	ENSG00000047621	57102	C12orf4	protein_coding	4508
634	ENSG00000047634	6322	SCML1	protein_coding	3173
635	ENSG00000047644	55841	WWC3	protein_coding	7114
636	ENSG00000047648	395	ARHGAP6	protein_coding	7224
637	ENSG00000047662	27146	FAM184B	protein_coding	3102
638	ENSG00000047849	4134	MAP4	protein_coding	14371
639	ENSG00000047932	57120	GOPC	protein_coding	4703
640	ENSG00000047936	6098	ROS1	protein_coding	7515
641	ENSG00000048028	57646	USP28	protein_coding	5696
642	ENSG00000048052	9734	HDAC9	protein_coding	15970
643	ENSG00000048140	26262	TSPAN17	protein_coding	3237
644	ENSG00000048162	51491	NOP16	protein_coding	1386
645	ENSG00000048342	57545	CC2D2A	protein_coding	6899
646	ENSG00000048392	50484	RRM2B	protein_coding	5269
647	ENSG00000048405	168850	ZNF800	protein_coding	5793
648	ENSG00000048462	608	TNFRSF17	protein_coding	1118
649	ENSG00000048471	92017	SNX29	protein_coding	9778
650	ENSG00000048540	55885	LMO3	protein_coding	7459
651	ENSG00000048544	55173	MRPS10	protein_coding	2110
652	ENSG00000048545	2978	GUCA1A	protein_coding	1765
653	ENSG00000048649	51773	RSF1	protein_coding	12614
654	ENSG00000048707	55187	VPS13D	protein_coding	20072
655	ENSG00000048740	10659	CELF2	protein_coding	9873
656	ENSG00000048828	23196	FAM120A	protein_coding	6945
657	ENSG00000048991	23518	R3HDM1	protein_coding	5677
658	ENSG00000049089	1298	COL9A2	protein_coding	3515
659	ENSG00000049130	4254	KITLG	protein_coding	6030
660	ENSG00000049167	1161	ERCC8	protein_coding	2622
661	ENSG00000049192	11174	ADAMTS6	protein_coding	8161
662	ENSG00000049239	9563	H6PD	protein_coding	9321
663	ENSG00000049245	9341	VAMP3	protein_coding	2697
664	ENSG00000049246	8863	PER3	protein_coding	5202
665	ENSG00000049247	10911	UTS2	protein_coding	915
666	ENSG00000049249	3604	TNFRSF9	protein_coding	2284
667	ENSG00000049283	55040	EPN3	protein_coding	4081
668	ENSG00000049319	NA	SRD5A2	processed_transcript	4647
669	ENSG00000049323	4052	LTBP1	protein_coding	7329
670	ENSG00000049449	5954	RCN1	protein_coding	5379
671	ENSG00000049540	2006	ELN	protein_coding	4612
672	ENSG00000049541	5982	RFC2	protein_coding	2197
673	ENSG00000049618	57492	ARID1B	protein_coding	12421
674	ENSG00000049656	81037	CLPTM1L	protein_coding	3141
675	ENSG00000049759	23327	NEDD4L	protein_coding	11664
676	ENSG00000049768	50943	FOXP3	protein_coding	2487
677	ENSG00000049769	89801	PPP1R3F	protein_coding	4162
678	ENSG00000049860	3074	HEXB	protein_coding	2705
679	ENSG00000049883	79810	PTCD2	protein_coding	3447
680	ENSG00000050030	340533	KIAA2022	protein_coding	11719
681	ENSG00000050130	51528	JKAMP	protein_coding	2195
682	ENSG00000050165	27122	DKK3	protein_coding	4179
683	ENSG00000050327	7984	ARHGEF5	protein_coding	5654
684	ENSG00000050344	9603	NFE2L3	protein_coding	3776
685	ENSG00000050393	63933	MCUR1	protein_coding	6057
686	ENSG00000050405	51474	LIMA1	protein_coding	5755
687	ENSG00000050426	25875	LETMD1	protein_coding	2830
688	ENSG00000050438	9498	SLC4A8	protein_coding	6967
689	ENSG00000050555	10319	LAMC3	protein_coding	7594
690	ENSG00000050628	5733	PTGER3	protein_coding	9882
691	ENSG00000050730	79931	TNIP3	protein_coding	3415
692	ENSG00000050748	5601	MAPK9	protein_coding	7033
693	ENSG00000050767	91522	COL23A1	protein_coding	3878
694	ENSG00000050820	9564	BCAR1	protein_coding	7599
695	ENSG00000051009	84067	FAM160A2	protein_coding	4736
696	ENSG00000051108	9709	HERPUD1	protein_coding	2245
697	ENSG00000051128	9454	HOMER3	protein_coding	2789
698	ENSG00000051180	5888	RAD51	protein_coding	2841
699	ENSG00000051341	10721	POLQ	protein_coding	9099
700	ENSG00000051382	5291	PIK3CB	protein_coding	5469
701	ENSG00000051523	1535	CYBA	protein_coding	2622
702	ENSG00000051596	84321	THOC3	protein_coding	3184
703	ENSG00000051620	23593	HEBP2	protein_coding	10171
704	ENSG00000051825	10198	MPHOSPH9	protein_coding	8432
705	ENSG00000052126	54477	PLEKHA5	protein_coding	11857
706	ENSG00000052344	5652	PRSS8	protein_coding	1515
707	ENSG00000052723	80143	SIKE1	protein_coding	5723
708	ENSG00000052749	23223	RRP12	protein_coding	6545
709	ENSG00000052795	57600	FNIP2	protein_coding	8000
710	ENSG00000052802	6307	MSMO1	protein_coding	2892
711	ENSG00000052841	55761	TTC17	protein_coding	6592
712	ENSG00000052850	60529	ALX4	protein_coding	5750
713	ENSG00000053108	23105	FSTL4	protein_coding	6473
714	ENSG00000053254	1112	FOXN3	protein_coding	11033
715	ENSG00000053328	728464	METTL24	protein_coding	1774
716	ENSG00000053371	8574	AKR7A2	protein_coding	1362
717	ENSG00000053372	51154	MRTO4	protein_coding	2808
718	ENSG00000053438	4826	NNAT	protein_coding	1209
719	ENSG00000053501	55850	USE1	protein_coding	2291
720	ENSG00000053524	23101	MCF2L2	protein_coding	5413
721	ENSG00000053702	83714	NRIP2	protein_coding	2650
722	ENSG00000053747	3909	LAMA3	protein_coding	12759
723	ENSG00000053770	55745	AP5M1	protein_coding	3691
724	ENSG00000053900	29945	ANAPC4	protein_coding	2761
725	ENSG00000053918	3784	KCNQ1	protein_coding	3850
726	ENSG00000054116	27095	TRAPPC3	protein_coding	3313
727	ENSG00000054118	9967	THRAP3	protein_coding	4736
728	ENSG00000054148	29085	PHPT1	protein_coding	1814
729	ENSG00000054179	954	ENTPD2	protein_coding	2633
730	ENSG00000054219	4065	LY75	protein_coding	8166
731	ENSG00000054267	51742	ARID4B	protein_coding	6873
732	ENSG00000054277	23596	OPN3	protein_coding	1789
733	ENSG00000054282	10806	SDCCAG8	protein_coding	5322
734	ENSG00000054356	5798	PTPRN	protein_coding	4316
735	ENSG00000054392	55733	HHAT	protein_coding	4296
736	ENSG00000054523	23095	KIF1B	protein_coding	16264
737	ENSG00000054598	2296	FOXC1	protein_coding	3447
738	ENSG00000054611	25771	TBC1D22A	protein_coding	5305
739	ENSG00000054654	23224	SYNE2	protein_coding	26018
740	ENSG00000054690	57475	PLEKHH1	protein_coding	6389
741	ENSG00000054793	10079	ATP9A	protein_coding	8317
742	ENSG00000054796	23626	SPO11	protein_coding	1867
743	ENSG00000054803	140689	CBLN4	protein_coding	3024
744	ENSG00000054938	25884	CHRDL2	protein_coding	3073
745	ENSG00000054965	23201	FAM168A	protein_coding	7149
746	ENSG00000054967	84957	RELT	protein_coding	3301
747	ENSG00000054983	2581	GALC	protein_coding	5553
748	ENSG00000055044	51602	NOP58	protein_coding	2493
749	ENSG00000055070	26099	SZRD1	protein_coding	3917
750	ENSG00000055118	3757	KCNH2	protein_coding	6671
751	ENSG00000055130	8454	CUL1	protein_coding	3163
752	ENSG00000055147	10827	FAM114A2	protein_coding	6512
753	ENSG00000055163	26999	CYFIP2	protein_coding	8075
754	ENSG00000055208	23118	TAB2	protein_coding	5622
755	ENSG00000055211	116254	GINM1	protein_coding	2248
756	ENSG00000055332	5610	EIF2AK2	protein_coding	9858
757	ENSG00000055483	57602	USP36	protein_coding	9859
758	ENSG00000055609	58508	KMT2C	protein_coding	21543
759	ENSG00000055732	55283	MCOLN3	protein_coding	6623
760	ENSG00000055813	114800	CCDC85A	protein_coding	3705
761	ENSG00000055917	23369	PUM2	protein_coding	6858
762	ENSG00000055950	84545	MRPL43	protein_coding	2185
763	ENSG00000055955	3700	ITIH4	protein_coding	3884
764	ENSG00000055957	3697	ITIH1	protein_coding	3708
765	ENSG00000056050	54969	C4orf27	protein_coding	1230
766	ENSG00000056097	51663	ZFR	protein_coding	4797
767	ENSG00000056277	55609	ZNF280C	protein_coding	4634
768	ENSG00000056291	10886	NPFFR2	protein_coding	2359
769	ENSG00000056487	112885	PHF21B	protein_coding	5361
770	ENSG00000056558	7185	TRAF1	protein_coding	6449
771	ENSG00000056586	54542	RC3H2	protein_coding	11412
772	ENSG00000056661	NA	PCGF2	protein_coding	1907
773	ENSG00000056736	55540	IL17RB	protein_coding	1911
774	ENSG00000056972	10758	TRAF3IP2	protein_coding	5989
775	ENSG00000056998	8908	GYG2	protein_coding	3646
776	ENSG00000057019	131566	DCBLD2	protein_coding	6735
777	ENSG00000057149	6317	SERPINB3	protein_coding	1157
778	ENSG00000057252	6646	SOAT1	protein_coding	7033
779	ENSG00000057294	5318	PKP2	protein_coding	4930
780	ENSG00000057468	4438	MSH4	protein_coding	3266
781	ENSG00000057593	2155	F7	protein_coding	3453
782	ENSG00000057608	2665	GDI2	protein_coding	3930
783	ENSG00000057657	639	PRDM1	protein_coding	5764
784	ENSG00000057663	9474	ATG5	protein_coding	3924
785	ENSG00000057704	57458	TMCC3	protein_coding	6515
786	ENSG00000057757	57095	PITHD1	protein_coding	2186
787	ENSG00000057935	57504	MTA3	protein_coding	8034
788	ENSG00000058056	8975	USP13	protein_coding	8440
789	ENSG00000058063	23200	ATP11B	protein_coding	8800
790	ENSG00000058085	3918	LAMC2	protein_coding	6543
791	ENSG00000058091	5218	CDK14	protein_coding	6640
792	ENSG00000058262	29927	SEC61A1	protein_coding	4154
793	ENSG00000058272	4659	PPP1R12A	protein_coding	5813
794	ENSG00000058335	5923	RASGRF1	protein_coding	7812
795	ENSG00000058404	816	CAMK2B	protein_coding	8107
796	ENSG00000058453	9696	CROCC	protein_coding	8044
797	ENSG00000058600	55718	POLR3E	protein_coding	4167
798	ENSG00000058668	493	ATP2B4	protein_coding	9721
799	ENSG00000058673	9877	ZC3H11A	protein_coding	7507
800	ENSG00000058729	55781	RIOK2	protein_coding	4932
801	ENSG00000058799	54432	YIPF1	protein_coding	2259
802	ENSG00000058804	55706	NDC1	protein_coding	5135
803	ENSG00000058866	1608	DGKG	protein_coding	5805
804	ENSG00000059122	84256	FLYWCH1	protein_coding	8084
805	ENSG00000059145	64718	UNKL	protein_coding	7622
806	ENSG00000059377	6916	TBXAS1	protein_coding	5113
807	ENSG00000059378	64761	PARP12	protein_coding	4376
808	ENSG00000059573	5832	ALDH18A1	protein_coding	3756
809	ENSG00000059588	6894	TARBP1	protein_coding	7743
810	ENSG00000059691	5188	PET112	protein_coding	3570
811	ENSG00000059728	4084	MXD1	protein_coding	5858
812	ENSG00000059758	5128	CDK17	protein_coding	5183
813	ENSG00000059769	548645	DNAJC25	protein_coding	2586
814	ENSG00000059804	6515	SLC2A3	protein_coding	3947
815	ENSG00000059915	5662	PSD	protein_coding	5608
816	ENSG00000060069	9150	CTDP1	protein_coding	4553
817	ENSG00000060138	8531	YBX3	protein_coding	3620
818	ENSG00000060140	55359	STYK1	protein_coding	3424
819	ENSG00000060237	65125	WNK1	protein_coding	13251
820	ENSG00000060303	NA	RPS17P5	pseudogene	408
821	ENSG00000060339	55749	CCAR1	protein_coding	5363
822	ENSG00000060491	11054	OGFR	protein_coding	4702
823	ENSG00000060558	2769	GNA15	protein_coding	2162
824	ENSG00000060566	84699	CREB3L3	protein_coding	2618
825	ENSG00000060642	55650	PIGV	protein_coding	3382
826	ENSG00000060656	10076	PTPRU	protein_coding	5745
827	ENSG00000060688	9410	SNRNP40	protein_coding	4011
828	ENSG00000060709	23504	RIMBP2	protein_coding	8045
829	ENSG00000060718	1301	COL11A1	protein_coding	8042
830	ENSG00000060749	79832	QSER1	protein_coding	10474
831	ENSG00000060762	51660	MPC1	protein_coding	1411
832	ENSG00000060971	30	ACAA1	protein_coding	2657
833	ENSG00000060982	586	BCAT1	protein_coding	9947
834	ENSG00000061273	51564	HDAC7	protein_coding	5331
835	ENSG00000061337	11178	LZTS1	protein_coding	5706
836	ENSG00000061455	93166	PRDM6	protein_coding	9022
837	ENSG00000061492	7478	WNT8A	protein_coding	2089
838	ENSG00000061656	6676	SPAG4	protein_coding	1676
839	ENSG00000061676	10787	NCKAP1	protein_coding	20915
840	ENSG00000061794	60488	MRPS35	protein_coding	1979
841	ENSG00000061918	2983	GUCY1B3	protein_coding	3724
842	ENSG00000061936	6433	SFSWAP	protein_coding	8963
843	ENSG00000061938	10188	TNK2	protein_coding	6386
844	ENSG00000061987	23041	MON2	protein_coding	11680
845	ENSG00000062038	1001	CDH3	protein_coding	4859
846	ENSG00000062096	416	ARSF	protein_coding	2215
847	ENSG00000062194	65056	GPBP1	protein_coding	4725
848	ENSG00000062282	84649	DGAT2	protein_coding	2570
849	ENSG00000062370	7771	ZNF112	protein_coding	3848
850	ENSG00000062485	1431	CS	protein_coding	3677
851	ENSG00000062524	4058	LTK	protein_coding	3179
852	ENSG00000062582	64951	MRPS24	protein_coding	2538
853	ENSG00000062598	63916	ELMO2	protein_coding	6714
854	ENSG00000062650	23063	WAPAL	protein_coding	7280
855	ENSG00000062716	81671	VMP1	protein_coding	3868
856	ENSG00000062725	10513	APPBP2	protein_coding	9866
857	ENSG00000062822	5424	POLD1	protein_coding	4050
858	ENSG00000063015	124925	SEZ6	protein_coding	4829
859	ENSG00000063046	1975	EIF4B	protein_coding	4176
860	ENSG00000063127	28968	SLC6A16	protein_coding	3526
861	ENSG00000063169	29998	GLTSCR1	protein_coding	5730
862	ENSG00000063176	56848	SPHK2	protein_coding	4218
863	ENSG00000063177	6141	RPL18	protein_coding	1761
864	ENSG00000063180	770	CA11	protein_coding	1824
865	ENSG00000063241	79763	ISOC2	protein_coding	2260
866	ENSG00000063244	11338	U2AF2	protein_coding	3293
867	ENSG00000063245	29924	EPN1	protein_coding	3461
868	ENSG00000063322	55588	MED29	protein_coding	3835
869	ENSG00000063438	NA	AHRR	protein_coding	6363
870	ENSG00000063515	2928	GSC2	protein_coding	1033
871	ENSG00000063587	10838	ZNF275	protein_coding	8044
