ID	CHROMOSOMAL_LOCATION	Geneid	hgnc_symbol	entrezgene_id	biotype
A_23_P107307	chr17:26820663-26820722	ENSG00000007216	SLC13A2	9058	protein_coding
A_24_P395610	chr17:9819433-9819374	ENSG00000007237	GAS7	8522	protein_coding
A_24_P82466	chr17:9814278-9814219	ENSG00000007237	GAS7	8522	protein_coding
A_24_P390928	chr19:45668207-45668148	ENSG00000007255	TRAPPC6A	79090	protein_coding
A_23_P50678	chr19:3778522-3778377	ENSG00000007264	MATK	4145	protein_coding
A_24_P228302	chr19:42178167-42178108	ENSG00000007306	CEACAM7	1087	protein_coding
A_23_P130573	chr19:42178044-42177985	ENSG00000007306	CEACAM7	1087	protein_coding
A_23_P207201	chr17:62007212-62007153	ENSG00000007312	CD79B	974	protein_coding
A_24_P270999	chr17:62016580-62016521	ENSG00000007314	SCN4A	6329	protein_coding
A_32_P34107	chr1:113071401-113071460	ENSG00000007341	ST7L	54879	protein_coding
A_23_P310582	chr1:113084697-113084638	ENSG00000007341	ST7L	54879	protein_coding
A_23_P1117	chr1:113067603-113067544	ENSG00000007341	ST7L	54879	protein_coding
A_23_P259901	chrX:153558624-153558683	ENSG00000007350	TKTL1	8277	protein_coding
A_32_P306001	chr11:031810600-031810659	ENSG00000007372	PAX6	5080	protein_coding
A_23_P1823	chr11:31815321-31815262	ENSG00000007372	PAX6	5080	protein_coding
A_23_P49269	chr16:835323-835264	ENSG00000007376	RPUSD1	113000	protein_coding
A_23_P163682	chr16:108531-108472	ENSG00000007384	RHBDF1	64285	protein_coding
A_23_P106737	chr16:256079-256020	ENSG00000007392	LUC7L	55692	protein_coding
A_23_P346900	chr3:50400526-50400467	ENSG00000007402	CACNA2D2	9254	protein_coding
A_23_P163492	chr16:1398879-1398938	ENSG00000007516	BAIAP3	8938	protein_coding
A_23_P88753	chr16:1400066-1399902	ENSG00000007520	TSR3	115939	protein_coding
A_23_P502609	chr16:633577-633636	ENSG00000007541	PIGQ	9091	protein_coding
A_24_P359205	chr16:627144-627203	ENSG00000007541	PIGQ	9091	protein_coding
A_32_P151437	chr16:1727693-1727752	ENSG00000007545	CRAMP1	57585	protein_coding
A_23_P407992	chr16:1726962-1727021	ENSG00000007545	CRAMP1	57585	protein_coding
A_23_P82002	chr6:35441669-35441610	ENSG00000007866	TEAD3	7005	protein_coding
A_23_P82000	chr6:35441579-35441520	ENSG00000007866	TEAD3	7005	protein_coding
A_23_P97112	chr1:169692108-169692049	ENSG00000007908	SELE	6401	protein_coding
A_23_P103942	chr1:6694234-6694205	ENSG00000007923	DNAJC11	55735	protein_coding
A_24_P413735	chr1:6698360-6697511	ENSG00000007923	DNAJC11	55735	protein_coding
A_23_P155601	chr1:171083380-171083439	ENSG00000007933	FMO3	2328	protein_coding
A_23_P155596	chr1:171086488-171086547	ENSG00000007933	FMO3	2328	protein_coding
A_24_P917123	chr6:16130829-16130888	ENSG00000007944	MYLIP	29116	protein_coding
A_23_P31041	chr6:16143302-16143361	ENSG00000007944	MYLIP	29116	protein_coding
A_23_P316410	chrX:100098428-100098369	ENSG00000007952	NOX1	27035	protein_coding
A_23_P217280	chrX:100098871-100098812	ENSG00000007952	NOX1	27035	protein_coding
A_23_P304921	chrX:100098936-100098877	ENSG00000007952	NOX1	27035	protein_coding
A_23_P408955	chr1:23832992-23832933	ENSG00000007968	E2F2	1870	protein_coding
A_23_P125990	chr1:23836434-23836375	ENSG00000007968	E2F2	1870	protein_coding
A_24_P233570	chr6:170844312-170844253	ENSG00000008018	PSMB1	5689	protein_coding
A_23_P156531	chr6:170852761-170852702	ENSG00000008018	PSMB1	5689	protein_coding
A_23_P500824	chrX:47433631-47433572	ENSG00000008056	SYN1	6853	protein_coding
A_23_P33847	chrX:47432066-47432007	ENSG00000008056	SYN1	6853	protein_coding
A_24_P914102	chr6:015298051-015298110	ENSG00000008083	JARID2	3720	protein_coding
A_24_P548264	chr6:15265069-15265128	ENSG00000008083	JARID2	3720	protein_coding
A_23_P214876	chr6:15521805-15521864	ENSG00000008083	JARID2	3720	protein_coding
A_24_P282343	chrX:18638000-18638059	ENSG00000008086	CDKL5	6792	protein_coding
A_23_P97402	chr1:209787105-209787164	ENSG00000008118	CAMK1G	57172	protein_coding
A_23_P364428	chr1:209786255-209786441	ENSG00000008118	CAMK1G	57172	protein_coding
A_23_P217804	chr1:1653036-1650837	ENSG00000008128	CDK11A	728642	protein_coding
A_23_P200056	chr1:1683470-1683411	ENSG00000008130	NADK	65220	protein_coding
A_24_P389994	chr1:1685079-1685020	ENSG00000008130	NADK	65220	protein_coding
A_24_P20954	chr6:50811330-50811389	ENSG00000008196	TFAP2B	7021	protein_coding
A_23_P386973	chr6:50740413-50740472	ENSG00000008197	TFAP2D	83741	protein_coding
A_23_P18282	chr3:38164126-38164185	ENSG00000008226	DLEC1	9940	protein_coding
A_23_P111593	chr7:6204151-6204092	ENSG00000008256	CYTH3	9265	protein_coding
A_23_P215625	chr7:87825870-87825929	ENSG00000008277	ADAM22	53616	protein_coding
A_24_P243741	chr7:87795178-87795237	ENSG00000008277	ADAM22	53616	protein_coding
A_24_P929899	chr7:87762057-87762116	ENSG00000008277	ADAM22	53616	protein_coding
A_24_P355006	chr7:87832103-87832162	ENSG00000008277	ADAM22	53616	protein_coding
A_24_P141005	chr7:105733524-105733465	ENSG00000008282	SYPL1	6856	protein_coding
A_23_P93881	chr7:105731525-105731466	ENSG00000008282	SYPL1	6856	protein_coding
A_23_P218331	chr17:61510687-61510628	ENSG00000008283	CYB561	1534	protein_coding
A_24_P87579	chr17:61511290-61511231	ENSG00000008283	CYB561	1534	protein_coding
A_24_P39843	chr17:61509928-61509869	ENSG00000008283	CYB561	1534	protein_coding
A_23_P207476	chr17:49108984-49108925	ENSG00000008294	SPAG9	9043	protein_coding
A_24_P942469	chr17:49040113-49040054	ENSG00000008294	SPAG9	9043	protein_coding
A_23_P356041	chr17:49063099-49062333	ENSG00000008294	SPAG9	9043	protein_coding
A_24_P8454	chr17:49067859-49067223	ENSG00000008294	SPAG9	9043	protein_coding
A_24_P365025	chr17:49043155-49043096	ENSG00000008294	SPAG9	9043	protein_coding
A_23_P92093	chr3:48674303-48674244	ENSG00000008300	CELSR3	1951	protein_coding
A_23_P8754	chr7:121717911-121716622	ENSG00000008311	AASS	10157	protein_coding
A_24_P301063	chr12:6436476-6436535	ENSG00000008323	PLEKHG6	55200	protein_coding
A_23_P64962	chr12:006437306-006437365	ENSG00000008323	PLEKHG6	55200	protein_coding
A_23_P166698	chr3:42636316-42636375	ENSG00000008324	SS18L2	51188	protein_coding
A_23_P130886	chr19:4358111-4359160	ENSG00000008382	MPND	84954	protein_coding
A_24_P44931	chr19:4354348-4354407	ENSG00000008382	MPND	84954	protein_coding
A_23_P36658	chr12:16516907-16516966	ENSG00000008394	MGST1	4257	protein_coding
A_32_P146815	chr12:16501631-16501690	ENSG00000008394	MGST1	4257	protein_coding
A_24_P407235	chr12:107385541-107385482	ENSG00000008405	CRY1	1407	protein_coding
A_23_P36665	chr12:107391073-107386757	ENSG00000008405	CRY1	1407	protein_coding
A_23_P208747	chr19:46522595-46522536	ENSG00000008438	PGLYRP1	8993	protein_coding
A_32_P163368	chr19:046522514-046522573	ENSG00000008438	PGLYRP1	8993	protein_coding
A_24_P858698	chr19:13207437-13207496	ENSG00000008441	NFIX	4784	protein_coding
A_23_P165295	chr19:13136196-13136255	ENSG00000008441	NFIX	4784	protein_coding
A_24_P84752	chr8:134539416-134539475	ENSG00000008513	ST3GAL1	6482	protein_coding
A_24_P920139	chr8:134509117-134509176	ENSG00000008513	ST3GAL1	6482	protein_coding
A_24_P46927	chr8:134467099-134467040	ENSG00000008513	ST3GAL1	6482	protein_coding
A_23_P31893	chr8:134471521-134471462	ENSG00000008513	ST3GAL1	6482	protein_coding
A_23_P31896	chr8:134471689-134471630	ENSG00000008513	ST3GAL1	6482	protein_coding
A_23_P376557	chr16:3110418-3110477	ENSG00000008516	MMP25	64386	protein_coding
A_23_P15146	chr16:3119308-3119367	ENSG00000008517	IL32	9235	protein_coding
A_23_P77502	chr16:2139313-2139254	ENSG00000008710	PKD1	5310	protein_coding
A_23_P502078	chr22:51049500-51049559	ENSG00000008735	MAPK8IP2	23542	protein_coding
A_23_P124760	chr17:38178296-38178237	ENSG00000008838	MED24	9862	protein_coding
A_23_P20427	chr8:22877436-22877495	ENSG00000008853	RHOBTB2	23221	protein_coding
A_32_P389118	chr2:37208378-37208319	ENSG00000008869	HEATR5B	54497	protein_coding
A_23_P144224	chr3:169710778-169710837	ENSG00000008952	SEC62	7095	protein_coding
A_23_P357856	chr3:169716006-169716065	ENSG00000008952	SEC62	7095	protein_coding
A_23_P357860	chr3:169715114-169715173	ENSG00000008952	SEC62	7095	protein_coding
A_24_P251704	chr3:169714604-169714663	ENSG00000008952	SEC62	7095	protein_coding
A_24_P285880	chr3:169713167-169713226	ENSG00000008952	SEC62	7095	protein_coding
A_23_P168898	chr8:56985718-56985659	ENSG00000008988	RPS20	6224	protein_coding
A_24_P51485	chr1:115260552-115260493	ENSG00000009307	CSDE1	7812	protein_coding
A_32_P120120	chr1:115268866-115268925	ENSG00000009307	CSDE1	7812	protein_coding
A_23_P74595	chr1:115260793-115260734	ENSG00000009307	CSDE1	7812	protein_coding
A_32_P73821	chr1:115259551-115259517	ENSG00000009307	CSDE1	7812	protein_coding
A_24_P212443	chr7:156971521-156974250	ENSG00000009335	UBE3C	9690	protein_coding
A_24_P265135	chr7:157000609-157009599	ENSG00000009335	UBE3C	9690	protein_coding
A_24_P265003	chr7:157058638-157058697	ENSG00000009335	UBE3C	9690	protein_coding
A_23_P59481	chr7:157061113-157061172	ENSG00000009335	UBE3C	9690	protein_coding
A_23_P214139	chr6:111620573-111620514	ENSG00000009413	REV3L	5980	protein_coding
A_32_P879150	chr6:111726209-111726268	ENSG00000009413	REV3L	5980	protein_coding
A_23_P257263	chrX:123514513-123514454	ENSG00000009694	TENM1	10178	protein_coding
A_23_P126225	chr1:19062541-19062600	ENSG00000009709	PAX7	5081	protein_coding
A_23_P500985	chr1:19029764-19062158	ENSG00000009709	PAX7	5081	protein_coding
A_23_P301971	chr1:11104925-11104866	ENSG00000009724	MASP2	10747	protein_coding
A_23_P85672	chr1:11086872-11086818	ENSG00000009724	MASP2	10747	protein_coding
A_32_P110472	chr6:150725304-150725363	ENSG00000009765	IYD	389434	protein_coding
A_32_P196854	chr1:28089083-28089142	ENSG00000009780	FAM76A	199870	protein_coding
A_32_P112894	chr1:28081815-28086069	ENSG00000009780	FAM76A	199870	protein_coding
A_32_P179089	chr1:028087579-028087520	ENSG00000009780	FAM76A	199870	protein_coding
A_23_P321473	chr1:28087851-28087910	ENSG00000009780	FAM76A	199870	protein_coding
A_23_P323761	chr1:209955498-209955557	ENSG00000009790	TRAF3IP3	80342	protein_coding
A_23_P334414	chr1:209955562-209955621	ENSG00000009790	TRAF3IP3	80342	protein_coding
A_32_P141135	chr1:209952963-209952904	ENSG00000009790	TRAF3IP3	80342	protein_coding
A_24_P111134	chr14:77741560-77741501	ENSG00000009830	POMT2	29954	protein_coding
A_24_P294982	chr6:142541402-142541461	ENSG00000009844	VTA1	51534	protein_coding
A_32_P190316	chr6:142545420-142545479	ENSG00000009844	VTA1	51534	protein_coding
A_23_P42368	chr6:142519744-142525172	ENSG00000009844	VTA1	51534	protein_coding
A_24_P209389	chr7:73011715-73011656	ENSG00000009950	MLXIPL	51085	protein_coding
A_24_P200831	chr7:73010016-73008724	ENSG00000009950	MLXIPL	51085	protein_coding
A_23_P145786	chr7:73007973-73007914	ENSG00000009950	MLXIPL	51085	protein_coding
A_23_P215449	chr7:72855115-72855056	ENSG00000009954	BAZ1B	9031	protein_coding
A_32_P161327	chr7:72855536-72855595	ENSG00000009954	BAZ1B	9031	protein_coding
A_32_P106523	chr6:013650557-013650498	ENSG00000010017	RANBP9	10048	protein_coding
A_23_P424513	chr6:13622489-13622430	ENSG00000010017	RANBP9	10048	protein_coding
A_24_P226355	chr6:13639812-13638146	ENSG00000010017	RANBP9	10048	protein_coding
A_23_P59268	chr6:13622071-13622012	ENSG00000010017	RANBP9	10048	protein_coding
A_23_P42353	chr6:36336796-36336737	ENSG00000010030	ETV7	51513	protein_coding
A_24_P15292	chr1:231487123-231487182	ENSG00000010072	SPRTN	83932	protein_coding
A_23_P433791	chr1:231489251-231489310	ENSG00000010072	SPRTN	83932	protein_coding
A_23_P201672	chr1:171765987-171766046	ENSG00000010165	EEF1AKNMT	51603	protein_coding
A_23_P201676	chr1:171763610-171765623	ENSG00000010165	EEF1AKNMT	51603	protein_coding
A_23_P87902	chr12:4721849-4722701	ENSG00000010219	DYRK4	8798	protein_coding
A_24_P116766	chr17:30706803-30706862	ENSG00000010244	ZNF207	7756	protein_coding
A_24_P649436	chr17:030708724-030708665	ENSG00000010244	ZNF207	7756	protein_coding
A_24_P910948	chr17:30707694-30707635	ENSG00000010244	ZNF207	7756	protein_coding
A_23_P118690	chr17:30696956-30697015	ENSG00000010244	ZNF207	7756	protein_coding
A_23_P132675	chr3:48637517-48637106	ENSG00000010256	UQCRC1	7384	protein_coding
A_23_P70938	chr7:38270039-38270098	ENSG00000010270	STARD3NL	83930	protein_coding
A_23_P76364	chr12:6342625-6344426	ENSG00000010278	CD9	928	protein_coding
A_23_P255298	chr3:42738362-42735280	ENSG00000010282	HHATL	57467	protein_coding
A_23_P25293	chr12:6640598-6640657	ENSG00000010292	NCAPD2	9918	protein_coding
A_23_P87742	chr12:6648906-6648847	ENSG00000010295	IFFO1	25900	protein_coding
A_23_P119395	chr19:46185276-46185335	ENSG00000010310	GIPR	2696	protein_coding
A_24_P373768	chr19:46181460-46184896	ENSG00000010310	GIPR	2696	protein_coding
A_23_P80684	chr3:52454969-52455028	ENSG00000010318	PHF7	51533	protein_coding
A_23_P6818	chr3:52468201-52468142	ENSG00000010319	SEMA3G	56920	protein_coding
A_24_P925709	chr3:52515410-52515469	ENSG00000010322	NISCH	11188	protein_coding
A_24_P405621	chr3:52526378-52526437	ENSG00000010322	NISCH	11188	protein_coding
A_23_P41021	chr3:52526601-52526660	ENSG00000010322	NISCH	11188	protein_coding
A_24_P119456	chr3:52539775-52539935	ENSG00000010327	STAB1	23166	protein_coding
A_23_P32500	chr3:52557683-52557742	ENSG00000010327	STAB1	23166	protein_coding
A_24_P121891	chr19:50311682-50310584	ENSG00000010361	FUZ	80199	protein_coding
A_23_P373568	chr19:50310363-50310304	ENSG00000010361	FUZ	80199	protein_coding
A_24_P923483	chr12:368416-368357	ENSG00000010379	SLC6A13	6540	protein_coding
A_23_P64980	chr12:330018-329959	ENSG00000010379	SLC6A13	6540	protein_coding
A_23_P217475	chrX:148568759-148568700	ENSG00000010404	IDS	3423	protein_coding
A_23_P84648	chrX:148561934-148561875	ENSG00000010404	IDS	3423	protein_coding
A_23_P400847	chrX:148564312-148564253	ENSG00000010404	IDS	3423	protein_coding
A_24_P285032	chrX:148585772-148585713	ENSG00000010404	IDS	3423	protein_coding
A_32_P38345	chrX:148558792-148558733	ENSG00000010404	IDS	3423	protein_coding
A_23_P135257	chr9:33797923-33797982	ENSG00000010438	PRSS3	5646	protein_coding
A_23_P152356	chr16:3273438-3273379	ENSG00000010539	ZNF200	7752	protein_coding
A_24_P295999	chr12:6929910-6929969	ENSG00000010610	CD4	920	protein_coding
A_23_P36689	chr12:7015743-7015802	ENSG00000010626	LRRC23	10233	protein_coding
A_23_P137139	chrX:100608911-100608334	ENSG00000010671	BTK	695	protein_coding
A_24_P289648	chr6:26087545-26087604	ENSG00000010704	HFE	3077	protein_coding
A_24_P111996	chr6:26094484-26094543	ENSG00000010704	HFE	3077	protein_coding
A_24_P103448	chr6:26093054-26093113	ENSG00000010704	HFE	3077	protein_coding
A_24_P354748	chr6:26091558-26091617	ENSG00000010704	HFE	3077	protein_coding
A_23_P342009	chr6:26093377-26093436	ENSG00000010704	HFE	3077	protein_coding
A_23_P145204	chr6:26095381-26095440	ENSG00000010704	HFE	3077	protein_coding
A_23_P12477	chr1:41493592-41493533	ENSG00000010803	SCMH1	22955	protein_coding
A_24_P919063	chr1:041604206-041604265	ENSG00000010803	SCMH1	22955	protein_coding
A_24_P570392	chr6:112064619-112064678	ENSG00000010810	FYN	2534	protein_coding
A_32_P184039	chr6:112163144-112163085	ENSG00000010810	FYN	2534	protein_coding
A_23_P502142	chr6:111982770-111982711	ENSG00000010810	FYN	2534	protein_coding
A_32_P224888	chr6:112134199-112134140	ENSG00000010810	FYN	2534	protein_coding
A_32_P198706	chr6:143232100-143232159	ENSG00000010818	HIVEP2	3097	protein_coding
A_23_P214766	chr6:143072910-143072851	ENSG00000010818	HIVEP2	3097	protein_coding
A_24_P692566	chr1:171239754-171239813	ENSG00000010932	FMO1	2326	protein_coding
A_23_P12386	chr1:171235128-171235069	ENSG00000010932	FMO1	2326	protein_coding
A_23_P149613	chr1:171254601-171254660	ENSG00000010932	FMO1	2326	protein_coding
A_23_P74097	chr1:24086017-24086076	ENSG00000011007	ELOA	6924	protein_coding
A_24_P122403	chr1:24088279-24088338	ENSG00000011007	ELOA	6924	protein_coding
A_24_P276490	chr1:24120413-24120604	ENSG00000011009	LYPLA2	11313	protein_coding
A_23_P200361	chr1:11900448-11900508	ENSG00000011021	CLCN6	1185	protein_coding
A_24_P302374	chr1:11903126-11903185	ENSG00000011021	CLCN6	1185	protein_coding
A_23_P49627	chr17:60768446-60769488	ENSG00000011028	MRC2	9902	protein_coding
A_23_P141405	chr17:49248919-49248978	ENSG00000011052	NME1-NME2	654364	protein_coding
A_23_P343766	chr5:149583312-149583498	ENSG00000011083	SLC6A7	6534	protein_coding
A_24_P84370	chr12:3328708-3328767	ENSG00000011105	TSPAN9	10867	protein_coding
A_32_P163046	chr12:003394546-003394487	ENSG00000011105	TSPAN9	10867	protein_coding
A_32_P231143	chr12:003271723-003271782	ENSG00000011105	TSPAN9	10867	protein_coding
A_23_P151133	chr12:3394900-3394959	ENSG00000011105	TSPAN9	10867	protein_coding
A_24_P218905	chr12:3392779-3392838	ENSG00000011105	TSPAN9	10867	protein_coding
A_24_P230808	chr14:93707870-93707811	ENSG00000011114	BTBD7	55727	protein_coding
A_24_P210513	chr14:93760281-93760222	ENSG00000011114	BTBD7	55727	protein_coding
A_24_P721898	chr14:93704043-93703984	ENSG00000011114	BTBD7	55727	protein_coding
A_23_P88184	chr14:93754458-93754399	ENSG00000011114	BTBD7	55727	protein_coding
A_23_P67555	chr19:3750917-3750858	ENSG00000011132	APBA3	9546	protein_coding
A_24_P330796	chr17:56288363-56288049	ENSG00000011143	MKS1	54903	protein_coding
A_23_P129778	chr17:56283206-56283148	ENSG00000011143	MKS1	54903	protein_coding
A_24_P934832	chr3:043762826-043762767	ENSG00000011198	ABHD5	51099	protein_coding
A_24_P940375	chr3:043771186-043771127	ENSG00000011198	ABHD5	51099	protein_coding
A_23_P250294	chr3:43760031-43760090	ENSG00000011198	ABHD5	51099	protein_coding
A_32_P175799	chrX:008555923-008555982	ENSG00000011201	ANOS1	3730	protein_coding
A_23_P429950	chrX:8497292-8497233	ENSG00000011201	ANOS1	3730	protein_coding
A_23_P153767	chr19:15508018-15491422	ENSG00000011243	AKAP8L	26993	protein_coding
A_24_P934594	chr19:15511385-15511326	ENSG00000011243	AKAP8L	26993	protein_coding
A_32_P58937	chr17:49255399-49255340	ENSG00000011258	MBTD1	54799	protein_coding
A_23_P107238	chr17:49269814-49269755	ENSG00000011258	MBTD1	54799	protein_coding
A_23_P130020	chr17:49362719-49365438	ENSG00000011260	UTP18	51096	protein_coding
A_24_P235131	chr7:5661529-5661470	ENSG00000011275	RNF216	54476	protein_coding
A_24_P469641	chr7:5659694-5659655	ENSG00000011275	RNF216	54476	protein_coding
A_23_P42724	chr7:5754741-5752493	ENSG00000011275	RNF216	54476	protein_coding
A_23_P50008	chr17:15931822-15931881	ENSG00000011295	TTC19	54902	protein_coding
A_24_P126393	chr17:15929999-15930729	ENSG00000011295	TTC19	54902	protein_coding
A_24_P14367	chr19:811523-811582	ENSG00000011304	PTBP1	5725	protein_coding
A_23_P119458	chr19:38708473-38707020	ENSG00000011332	DPF1	8193	protein_coding
A_23_P161935	chr11:61295410-61291969	ENSG00000011347	SYT7	9066	protein_coding
A_23_P212397	chr3:45590070-45590129	ENSG00000011376	LARS2	23395	protein_coding
A_23_P36166	chr11:17111451-17111392	ENSG00000011405	PIK3C2A	5286	protein_coding
A_23_P16469	chr19:44169557-44169498	ENSG00000011422	PLAUR	5329	protein_coding
A_23_P356684	chr7:36492587-36492646	ENSG00000011426	ANLN	54443	protein_coding
A_23_P405531	chr19:15532996-15532937	ENSG00000011451	WIZ	58525	protein_coding
A_23_P123830	chr9:125816187-125816246	ENSG00000011454	RABGAP1	23637	protein_coding
A_24_P252575	chr9:125866353-125866412	ENSG00000011454	RABGAP1	23637	protein_coding
A_23_P350895	chr9:125752685-125752744	ENSG00000011454	RABGAP1	23637	protein_coding
A_23_P64873	chr12:91539893-91539834	ENSG00000011465	DCN	1634	protein_coding
A_32_P42329	chr12:91546903-91546962	ENSG00000011465	DCN	1634	protein_coding
A_23_P130787	chr19:46206420-46206479	ENSG00000011478	QPCTL	54814	protein_coding
A_23_P153583	chr19:46890632-46890691	ENSG00000011485	PPP5C	5536	protein_coding
A_24_P94419	chr2:65299619-65299678	ENSG00000011523	CEP68	23177	protein_coding
A_24_P944049	chr2:65313473-65313532	ENSG00000011523	CEP68	23177	protein_coding
A_23_P210323	chr2:65311378-65311437	ENSG00000011523	CEP68	23177	protein_coding
A_23_P154130	chr2:39479023-39477840	ENSG00000011566	MAP4K3	8491	protein_coding
A_24_P285522	chr2:39477451-39477392	ENSG00000011566	MAP4K3	8491	protein_coding
A_24_P273423	chr2:39648935-39648876	ENSG00000011566	MAP4K3	8491	protein_coding
A_23_P131024	chr19:36207866-36207925	ENSG00000011590	ZBTB32	27033	protein_coding
